Title,Genre,Tags,Languages,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,Summary,Series or Movie,IMDb Votes,Image
Coup de Torchon,"Comedy, Crime, Drama","Dramas,Comedies,Movies Based on Books,French","French, English","France,Belgium",> 2 hrs,Bertrand Tavernier,"Bertrand Tavernier, Jim Thompson, Jean Aurenche","Stéphane Audran, Philippe Noiret, Jean-Pierre Marielle, Isabelle Huppert",NotRated,7.5,2,11,,04-Nov-81,01-03-2021,,https://www.netflix.com/watch/60020483,"In 1930s colonial Senegal, a police officer decides to seek vengeance against his enemies in this adaptation of Jim Thompsons pulp novel ""Pop. 1280.""",Movie,5058,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaJHBMuMCEQUhjT0WQh8xwoPYQNk9qCzVpFCRHnxra_DxzKEzWMC37tksHRuOA1J65leQeQZBBe-W1r1Uc9-6bhIKg.jpg?r=02b
Framing John DeLorean,"Documentary, Biography, Drama","Biographical Documentaries,Dramas,Documentary Films",English,Poland,1-2 hour,"Sheena M. Joyce, Don Argott","Alexandra Orton, Dan Greeney","Dean Winters, Josh Charles, Alec Baldwin, Morena Baccarin",Unrated,6.5,,,"$1,45,625",07-Jun-19,01-03-2021,"9.14 Pictures, XYZ Films",https://www.netflix.com/watch/81092223,"From his rise in the auto industry to his fall from grace, follow John DeLoreans incredible legacy of power, politics, fast cars and illicit drugs.",Movie,1398,https://occ-0-3937-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcOqqwH0Jol3PcySu1AapkPsRCyAIrV8uH2y5BBlLhZR_IbV4ndh7qVe5luucPZaHsE8N-NU2oRyrPhhKm1Id1uyQ.jpg?r=275
The Bold Type,Drama,"TV Comedies,TV Dramas,US TV Shows",English,"Lithuania,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,South Africa,Slovakia,Sweden,Thailand,Netherlands,Singapore,Turkey,Israel,Romania,United Kingdom,Malaysia,India,Hong Kong,Japan,South Korea,Russia,Iceland,Switzerland",< 30 minutes,,Sarah Watson,"Aisha Dee, Meghann Fahy, Melora Hardin, Katie Stevens",TV-14,8,2,14,,20-Jun-17,01-03-2021,,https://www.netflix.com/watch/80176085,"At a womens magazine in New York, three millennials juggle their careers, romance, friendships and big-city life while finding their own voices.",Series,9767,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbufuI9tCbu6nsorLe_lv6A7heZSIGe4tBUVIKiexia0bYhJK6XMCE27pLY0BZgGgcJqoq2U8OQR_grLUSR7FQUCaQ.jpg?r=ca5
Alice,"Comedy, Romance","TV Mysteries,TV Dramas,Korean TV Shows,TV Thrillers,Futuristic Sci-Fi,Sci-Fi TV","English, Cantonese","Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Germany,Singapore,Turkey,Romania,Israel,United Kingdom,Australia,India,Russia,Iceland,Switzerland",< 30 minutes,Woody Allen,Woody Allen,"William Hurt, June Squibb, Joe Mantegna, Mia Farrow",PG-13,6.6,1,7,"$73,31,647",10-Jan-91,01-03-2021,Orion Pictures,https://www.netflix.com/watch/81404896,"While investigating a string of murders, a detective is stunned to encounter time travelers — especially a professor whos a dead ringer for his mother.",Series,13379,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfpyqmFt6PbP6nm5lFwzNaBp7bt4A8b7uU_Po4qBl1UhcjCYWYT6cLw0_8BnuIPn8c0kibprpU9esUKVwDxewapuKA.jpg?r=751
Miss Baek,Drama,"Korean Movies,Dramas",Korean,South Korea,1-2 hour,Ji-won Lee,Ji-won Lee,"Hee-joon Lee, Si-ah Kim, Jun Suk-ho, Han Ji-min",NotRated,6.6,10,16,,11-Oct-18,28-02-2021,,https://www.netflix.com/watch/81388039,"Reminded of her own trauma and painful past upon meeting a young girl suffering from abuse, an ex-con resolves to save the child from her mother.",Movie,814,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRN8pRScrbI4_pfun7KQdah8Cj-o8g2erBo4EuGSPzcNynBD-XkWSC67gDdZrtL3mPUaENU5NH3l3T6WwbPg9dzXjA.jpg?r=a54
Old Marine Boy,Documentary,"Korean Movies,Documentary Films",Korean,South Korea,1-2 hour,Mo-young Jin,,"Cheolhoon Park, Soonhee Kim, Myoungho Park, Cheoljoon Park",,6.9,,,,,28-02-2021,,https://www.netflix.com/watch/81389593,This documentary plunges into the life of a deep-sea diver who puts his life on the oxygen line to keep his family afloat as a husband and father.,Movie,7,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY2GzdQdPtg9szKxgN83Zp2BnIyqheP2ia6ph9wW5G6AxvAFIYhQJuRpKf4JmwbteGgm0JAgdyZWlYsORvBabhdYEg.jpg?r=dd0
Ordinary People,Drama,"Korean Movies,Thriller Movies,Crime Thrillers",English,South Korea,1-2 hour,Robert Redford,"Alvin Sargent, Judith Guest","Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",R,7.7,19,14,"$5,47,66,923",19-Sep-80,28-02-2021,"Paramount Pictures, Wildwood Enterprises",https://www.netflix.com/watch/81388042,"During a probe into a missing high school student, her best friend and a new gym teacher stumble upon the sinister truth behind her disappearance.",Movie,47265,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmZsvgOX6yQRCwO5iMcvEk8ujsYjo0vxl9JDrfuvOioX9GXMUI0ZzZK0SMzHk4Aah8DRjlulbRz_g-w79dPP1ZTjg.jpg?r=692
Paths of the Soul,Drama,"Chinese Movies,Dramas,Mainland Chinese Movies",Tibetan,South Korea,1-2 hour,Yang Zhang,Yang Zhang,"Pei Yang, Tsring Chodron, Tsewang Dolkar, Jiangcuo Seba",NotRated,7.5,5,7,"$31,747",20-Jun-17,28-02-2021,,https://www.netflix.com/watch/80084094,"From harsh weather to unwavering devotion, this docudrama follows several villagers on a walking pilgrimage to Lhasa — the holy capital of Tibet.",Movie,738,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWoL5zWWHnpvkTXuIgX5lovvFANNFnRs79bLqkBPJ8stiYHEvhZKtmhYr_r7GK2hwUsL1FyYZrhjAwCUiTh2euyuuA.jpg?r=fab
Promise at Dawn,"Biography, Drama, Romance, War","Movies Based on Real Life,Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,French","French, Polish, Spanish, English",South Korea,> 2 hrs,Eric Barbier,"Marie Eynard, Romain Gary, Eric Barbier","Charlotte Gainsbourg, Pierre Niney, Didier Bourdon, Jean-Pierre Darroussin",,7.2,1,7,,06-Sep-19,28-02-2021,,https://www.netflix.com/watch/80212934,"Romain rises from humble origins to become a famous writer, a war hero and more, fulfilling a destiny set by his well-meaning but overbearing mother.",Movie,2464,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZRbvHY5P8Hw857w4WKs224MAigmT346c3nBfEbxgWTx69AmNktkD2iYN77veB_oA9SUC8XZhz3_RrxaRnWQAJLyRw.jpg?r=598
Rebel in the Rye,"Biography, Drama, Romance, War","Movies Based on Real Life,Dramas,Movies Based on Books,US Movies",English,South Korea,1-2 hour,Danny Strong,"Danny Strong, Kenneth Slawenski","Victor Garber, Hope Davis, Kevin Spacey, Nicholas Hoult",PG-13,6.7,,,"$3,78,294",15-Sep-17,28-02-2021,Black Label Media,https://www.netflix.com/watch/80172967,"A young J.D. Salinger struggles to write his classic novel, ""The Catcher in the Rye,"" under the tutelage of a demanding mentor.",Movie,8472,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe48UhyPjB5FjXrIFiYICWZDtrhqH-UjZxKYWWfhHFx7TyH3pRtg_efawMKB7ebKaf549Py0YnvsBSRiGL1r4ih3lQ.jpg?r=f34
The Return,Drama,"Korean Movies,Dramas",Russian,South Korea,1-2 hour,Andrey Zvyagintsev,"Aleksandr Novototskiy-Vlasov, Vladimir Moiseenko","Nataliya Vdovina, Vladimir Garin, Konstantin Lavronenko, Ivan Dobronravov",NotRated,8,34,19,"$5,04,256",25-Jun-03,28-02-2021,Octagon Films,https://www.netflix.com/watch/81388058,An out-of-the-way makgeolli restaurant serves as a rest stop for those with longing in their hearts for someone who may or may not return.,Movie,42530,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYTOWW7_vqdwauizZ3fSGjhHf0GUrOYaSzaYh4PMUkNc7HEIlDTHuNTsTWP_-En-Po5K7rEreyXAoE-H9An-cS0M0g.jpg?r=999
The Rookies,"Crime, Drama","Action & Adventure,Chinese Movies,Comedies,Action Comedies,Mainland Chinese Movies",English,South Korea,1-2 hour,,"Rita Lakin, William Blinn","Sam Melville, Gerald S. O'Loughlin, Kate Jackson, Georg Stanford Brown",,6.7,,,,07-Mar-72,28-02-2021,,https://www.netflix.com/watch/81406051,"After a misunderstanding, an extreme sports enthusiast is recruited by an elite agent to head off a dangerous weapons scheme in Budapest.",Movie,834,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU_oI9R46dS1QYhFKTjV26lbbOIu9o1QEUxNq9stzftU5AUdFAys_j_I-hK22oLJr9VZNl_w34TPRkuEOI8By0TEuA.jpg?r=30c
Stray,"Action, Crime, Fantasy, Thriller","Horror Movies,Russian Movies,Supernatural Horror Movies",English,South Korea,1-2 hour,Joe Sill,"J.D. Dillard, Joe Sill, Alex Theurer","Christine Woods, Ross Partridge, Karen Fukuhara, Miyavi",NotRated,4.8,,,,01-Apr-19,28-02-2021,Diablo Entertainment,https://www.netflix.com/watch/81406069,"To fill the void left by the disappearance of their son, a couple adopts a feral child from an orphanage – but their choice has dark consequences.",Movie,688,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABehVpD_7TlcgHfaWkg4SrzjPtC5tBOvFQeKeVYnvjsnkIsVjnjpvpjBSf_J4aI0ixNkL4IPXdRRcTHk3cujOS7EDDQ.jpg?r=d80
Stand by Me,"Adventure, Drama","Korean Movies,Dramas",English,South Korea,1-2 hour,Rob Reiner,"Bruce A. Evans, Raynold Gideon, Stephen King","Wil Wheaton, River Phoenix, Jerry O'Connell, Corey Feldman",R,8.1,5,11,"$5,22,87,414",22-Aug-86,28-02-2021,Columbia Pictures Corporation,https://www.netflix.com/watch/80995482,"Learning of his imminent departure from life, a grandfather spends his final days preparing parting gifts for his young grandchildren.",Movie,364302,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVNAU9zADP6kFOJMxgxFyflhRLUuPsyYlmOr4DfuPddc2iwwkE1kDGj67yw-SA29fsZgLe5vyTqe2pmp0vRMu45ITw.jpg?r=d05
Wonderstruck,"Adventure, Drama, Mystery","Children & Family Movies,Action & Adventure,Dramas,Adventures,Movies Based on Books,Mysteries,Family Features,US Movies","English, Spanish",South Korea,1-2 hour,Todd Haynes,Brian Selznick,"Millicent Simmonds, Cory Michael Smith, James Urbaniak, Julianne Moore",PG,6.2,1,33,"$10,60,377",20-Oct-17,28-02-2021,"Picrow, Amazon Studios, Cinetic Media, FilmNation Entertainment",https://www.netflix.com/watch/80190929,Two children from different eras each embark on a journey of self-discovery that leads to New York City and a mysterious bond that connects them both.,Movie,9533,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV4MmEq2UTyr5PJfXQXdOjNcjrkV_quj1BqmezagQSH6_dQ19jLgKH951NH2ONi1y74ZgoYX50XQ2K3kL-hUAyRDpw.jpg?r=dcd
Keys To The Heart,"Comedy, Drama, Family","Korean Movies,Comedies",Korean,South Korea,> 2 hrs,Sung-Hyun Choi,Sung-Hyun Choi,"Sung-ryung Kim, Jung-min Park, Lee Byung-Hun, Han Ji-min",,7.5,,1,"$75,134",26-Jan-18,28-02-2021,,https://www.netflix.com/watch/80239962,"With nothing in common but their mother, a former boxing champion and a musical savant discover brotherhood during a humorous cohabitation.",Movie,825,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbFw-Te0EQ4Xuva03luk_sW4C3tBxJpqZST2J5pIVjOGAYbyNg4GY7DO90-n3lTHXnUVn-eJr99zr-fnkSYEPyt9A.jpg?r=25c
Intimate Strangers,"Drama, Romance, Thriller","Korean Movies,Comedies",French,South Korea,1-2 hour,Patrice Leconte,"Patrice Leconte, Jérôme Tonnerre","Fabrice Luchini, Anne Brochet, Sandrine Bonnaire, Michel Duchaussoy",R,7,,3,"$21,10,589",03-Sep-04,28-02-2021,"Les Films Alain Sarde, France 2 Cinema",https://www.netflix.com/watch/81283663,"At a dinner party, longtime friends and their partners play a game of sharing every new call, text and email on their phones with the entire group.",Movie,4813,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbPuiZUIyySIY_Q9dzy_4XRqGTkp1-eDAg7OxyjqHuYaQes1R_mRTWOBf4GZzSnwWr-zoouYrgwZknvtQQw8ooc-tw.jpg?r=832
Homme Fatale,"Comedy, History, Romance","Social Issue Dramas,Korean Movies,Comedies,Period Pieces",Korean,South Korea,1-2 hour,Da-Jung Nam,Da-Jung Nam,"Jisu Choi, Gwi-hwa Choi, Jung So-Min, Jun-Ho Lee",,6.9,,,,10-Jul-19,28-02-2021,,https://www.netflix.com/watch/81406045,"In an effort to save his aunts flailing business, a charming bachelor transforms into the first-ever male courtesan to entertain the ladies of Joseon.",Movie,86,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbw-LTKp-fXPEtL1bAzbbfpx8_AzqAiUbbqUHicFCuTcclUeZbkSgv9z1pStlbR0nkFGSfqP35FqoJLEAvSfLBysDg.jpg?r=2e9
Happy Bus Day,"Comedy, Drama","Dark Comedies,Korean Movies,Comedies,Independent Movies",Korean,South Korea,1-2 hour,Seung-Won Lee,,Ju-won Lee,,6.8,2,2,,21-Apr-17,28-02-2021,,https://www.netflix.com/watch/81389603,"At a gathering to celebrate the birthday of the oldest son, each family members dark secrets and uncomfortable truths are revealed.",Movie,27,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZlSP5-_v1oi2R0-t1rT0kizXNu_flHJBAFc3A6zz_37108FUO3tW3w12p6rTTZVYoT-8GtbH2gqNQpr5ks6mg44iQ.jpg?r=d28
Gonjiam: Haunted Asylum,Horror,"Korean Movies,Horror Movies,Supernatural Horror Movies",Korean,South Korea,1-2 hour,Beom-sik Jeong,"Beom-sik Jeong, Sang-min Park","Ye-Won Mun, Yoo Je-Yoon, Seung-Wook Lee, Wi Ha-Joon",NotRated,6.3,2,9,"$1,15,252",28-Mar-18,28-02-2021,,https://www.netflix.com/watch/80992149,"Eager to capture creepy footage for their web series, a group of explorers venture into an abandoned and infamous psychiatric hospital.",Movie,5195,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQIFZyT1ECJvasQDzij2y3rt7hCFRdkkcP_4KCtH7wiRK_YTaTTQC_RWT3SJZXlFsjNggYB41-qkcjvXdrlLO-Criw.jpg?r=312
Golden Slumber,"Action, Drama, Thriller","Action & Adventure,Korean Movies,Movies Based on Books,Action Thrillers",Japanese,South Korea,1-2 hour,Yoshihiro Nakamura,Kôtarô Isaka,"Shihori Kanjiya, Yûko Takeuchi, Nao Ohmori, Teruyuki Kagawa",,7.1,,1,,30-Jan-10,28-02-2021,Amuse,https://www.netflix.com/watch/80242473,"Wrongly framed for a presidential assassination, an upstanding delivery man is forced to get to the bottom of the conspiracy while on the run.",Movie,1098,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVdjRFHyZ9u8T9gDHE8GQs5fT0tcbV2SGbagdNUaoHB0MA5sfFDG8qrEeuo5Javfoc5IiNttCFnFWvj16CA2hyjy1w.jpg?r=bae
Extreme Job,"Action, Comedy, Crime","Dark Comedies,Action & Adventure,Korean Movies,Comedies,Crime Action & Adventure,Action Comedies","Korean, Mandarin",South Korea,1-2 hour,Byeong-heon Lee,Se-yeong Bae,"Shin Ha-kyun, Lee Hanee, Myoung Gong, Joon-seok Heo",NotRated,7.1,7,27,"$15,65,885",21-Jun-19,28-02-2021,CJ Entertainment,https://www.netflix.com/watch/81168885,A narcotics unit takes over a restaurant near a gangs hideout when the food they sold to keep their cover turns into the next big chicken franchise.,Movie,6757,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXq2et4bjVAKcs3OfgiPBIzCNkBQYMx19f_EokjuFz_U6yzLK_pnicslRt-lElkJpPh_Y52yYp6--4QGDAFBROLNew.jpg?r=713
Default,Drama,"Social Issue Dramas,Korean Movies,Dramas","Korean, English",South Korea,1-2 hour,Kook-Hee Choi,Seong-min Eom,"Woo-jin Jo, Yoo Ah-In, Joon-ho Huh, Kim Hye-su",NotRated,6.6,3,6,"$2,03,775",28-Nov-18,28-02-2021,,https://www.netflix.com/watch/81280962,"In 1997 South Korea, an oncoming economic crisis poses disparate challenges for a bank executive, a finance man and a small business owner.",Movie,1007,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYsqGiT9BR1ZX4olvlXrmtXPMpK9A01qHWTrHXDjC5_f7oPzP_Aj4Gv4q5avnY2-F-fZjKR9w21yWePQ7uFBokBsWw.jpg?r=59a
The Big Shot,"Crime, Drama, Film-Noir, Thriller","Action & Adventure,Chinese Movies,Crime Action & Adventure,Mainland Chinese Movies",English,South Korea,1-2 hour,Lewis Seiler,"Bertram Millhauser, Abem Finkel, Daniel Fuchs","Humphrey Bogart, Richard Travis, Irene Manning, Susan Peters",Approved,6.7,,,,13-Jun-42,28-02-2021,,https://www.netflix.com/watch/81406048,A detective investigates a suicide case and soon uncovers a greater conspiracy connected to a real estate conglomerate.,Movie,782,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRnP7AI5Vcb2xKhSdV_BGeKjInW6W1-9xzPiycHqFKizMlB13aABFoy5p7lPvvieqL4TbYWbmIj3QwjYcPlEm3uWKw.jpg?r=590
Angels Time,"Action, Drama, Fantasy, Thriller","Romantic Dramas,Korean Movies,Dramas,Romantic Movies",English,South Korea,1-2 hour,,"Joss Whedon, David Greenwalt","J. August Richards, Alexis Denisof, Charisma Carpenter, David Boreanaz",TV-14,7.9,12,48,,05-Oct-99,28-02-2021,,https://www.netflix.com/watch/81389605,"Inside a hospital where they meet, hope blossoms alongside friendship for a sick high school student and an athlete in need of surgery.",Movie,64596,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYjjiotW_nqV8T2VdCZTIjOTe9F3fc8D_YTg-L7vOXMvJnzGHRFTJbkAZjXS8RnPSd5xPE5Jkhz8wWAYN_kVCg8fjw.jpg?r=681
The Accidental Detective 2: In Action,"Comedy, Crime, Thriller","Korean Movies,Comedies,Mysteries",Korean,South Korea,1-2 hour,Eon-hie Lee,Han-Jin Jung,"Yeong-hie Seo, Dong-il Sung, Sang-Woo Kwon, Sung-je Cha",,6.5,,,"$1,79,045",22-Jun-18,28-02-2021,,https://www.netflix.com/watch/81388028,"With a newly set up detective agency, two private eyes team up with an eccentric sleuth to uncover the answers behind a string of untimely deaths.",Movie,513,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaHCjN-6B-wAcoCj9gnfYN2JM4X84Hr2sjzRcH-96qVn0e7F-9NmwackNzxSXlLcu9CfZK8Ar5Un5FhBXrc40GfsMA.jpg?r=489
12 Feet Deep,"Horror, Thriller","Horror Movies,US Movies",English,South Korea,1-2 hour,Matt Eskandari,"Michael Hultquist, Matt Eskandari","Nora-Jane Noone, Christian Kain Blackburn, Diane Farr, Alexandra Park",NotRated,5.5,,,,20-Jun-17,28-02-2021,,https://www.netflix.com/watch/80997107,"Estranged sisters become trapped in the swimming pool at an aquatic center during a long holiday weekend, leading to dark family secrets being revealed.",Movie,11977,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd31kjW5D4tk1d0zP4EaPcJlZ5wYC9qvIlmcQ_9rP3HHUoWiOWVxze3meS8yac6yx7Vq-hFej_roysPgwcdBHjiufg.jpg?r=aa9
1987: When the Day Comes,Drama,"Movies Based on Real Life,Social Issue Dramas,Korean Movies,Dramas",Korean,South Korea,> 2 hrs,Joon-Hwan Jang,Kyung-chan Kim,"Jung-woo Ha, Kim Yoon-seok, Hae-Jin Yoo, Kim Tae-ri",NotRated,7.8,25,38,,12-Jan-18,28-02-2021,,https://www.netflix.com/watch/80231471,The truth behind a cover-up of a student activists death while in government custody sparks a movement for change. Inspired by true events.,Movie,3819,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ4s5_1TWOC5V3oq5XD7jPijHsiW42SvEym4xH8MZ6lR_2SsQXJNeHbZxbysrTxwMtj1acNLBcg6luD_xCGqN20jvw.jpg?r=837
The Girl on the Train,"Crime, Drama, Mystery, Thriller","Bollywood Movies,Psychological Thrillers,Crime Movies,Thriller Movies,Movies Based on Books,Mysteries,Indian Movies,Crime Thrillers,Hindi-Language Movies","English, Spanish","Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,Sweden,South Africa,Netherlands,Germany,Thailand,Turkey,Singapore,Romania,Israel,Australia,Switzerland,Brazil,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,South Korea,United States,Russia,Argentina",> 2 hrs,Tate Taylor,"Erin Cressida Wilson, Paula Hawkins","Haley Bennett, Emily Blunt, Rebecca Ferguson, Justin Theroux",R,6.5,4,12,"$7,53,95,035",07-Oct-16,27-02-2021,"Sony Classical, Universal Pictures, Reliance Entertainment, Marc Platt Productions",https://www.netflix.com/watch/81144153,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,Movie,169614,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb3rZKfaauyN8WT8sbR5ff99IqyKg4vCVWv3UBB1iD9fZ37zoc9V8M0hi2WSyoUiivNzrdtUi5zSwVYReJLQoxgjFrMxCA0S1n2Or9W5VGviAkMMpR6J4NQy3kw.jpg?r=dfd
Ride Your Wave,"Animation, Comedy, Drama, Family, Fantasy, Romance","Sci-Fi & Fantasy,Anime Movies,Romantic Movies,Japanese Movies,Sci-Fi & Fantasy Anime,Romance Anime",Japanese,Japan,1-2 hour,Masaaki Yuasa,Reiko Yoshida,"Kentaro Ito, Rina Kawaei, Honoka Matsumoto, Ryôta Katayose",NotRated,6.8,2,3,"$3,32,432",19-Feb-20,26-02-2021,,https://www.netflix.com/watch/81253737,Hinako is heartbroken when her boyfriend drowns – until she discovers that he reappears in water when she sings their favorite song.,Movie,1601,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdxFtkcl0NY1IyFlcJWx8vHqdlyKCGyNnQ_ku-ozf0aOIdJC0qNgD8nqwq84pY3pcP1JcmJpo54TAEwm-IuVgD74Pg.jpg?r=538
Baumbacher Syndrome,"Comedy, Drama","Comedies,German Movies,German Comedies","English, German","Germany,Switzerland",1-2 hour,Gregory Kirchhoff,Gregory Kirchhoff,"László Branko Breiding, Ingvild Deila, Elit Iscan, Kaweh Modiri",,7.4,2,9,,20-Jan-21,26-02-2021,,https://www.netflix.com/watch/81405121,"After waking up one day with a profoundly deep voice, a man gains global attention, but soon tries to exile himself to escape the spotlight.",Movie,332,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS5TWT_ruQA8jZQoFRpFh6nT23qp7WNkUi-XTeSK3ZO_KxUaDUFi4LXdeaRYH0gE3gzesd-3Dp8qkmfJsM2bkLcqfw.jpg?r=83d
La Palma,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Independent Movies,Romantic Movies,German Movies,German Comedies","German, English, Spanish, Danish","Germany,Switzerland",1-2 hour,Erec Brehmer,"Erec Brehmer, Britta Schwem","Marleen Lohse, Dani Alvarez, Daniel Sträßer, Jesper Ankarfeldt",,7.6,,,,04-Jun-20,26-02-2021,,https://www.netflix.com/watch/81405120,"After arriving at the wrong destination, a couple gets creative to salvage their vacation—but holes in their fraught relationship are soon exposed.",Movie,49,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV26Rjof0toYS179qOY7olHv4_EghUxhzx4sJhFhlA_18wdNtuPBgX39gSAXtf7aLGrUPCQDHoi_GxLZLhWKmI1Itw.jpg?r=134
